119,,4H,micrometre (micron),,1S,µm,10⁻⁶ m
120,,4K,milliampere,,1S,mA,10⁻³ A
121,,4L,megabyte,A unit of information equal to 10⁶ (1000000) bytes.,3.6,Mbyte,
122,,4M,milligram per hour,,1M,mg/h,2.777 78 x 10⁻¹⁰ kg/s
123,,4N,megabecquerel,,1S,MBq,10⁶ Bq
124,,4O,microfarad,,1S,µF,10⁻⁶ F
125,,4P,newton per metre,,1,N/m,N/m
126,,4Q,ounce inch,,2,oz·in,7.200 778 x 10⁻⁴ kg x m
127,,4R,ounce foot,,2,oz·ft,8.640 934 x 10⁻³ kg x m
128,,4T,picofarad,,1S,pF,10⁻¹² F
129,,4U,pound per hour,,2,lb/h,1.259 979 x 10⁻⁴ kg/s
130,,4W,ton (US) per hour,,2,ton (US) /h,2.519 958 x 10⁻¹ kg/s
131,,4X,kilolitre per hour,,1M,kl/h,2.777 78 x 10⁻⁴ m³/s
132,,5A,barrel (US) per minute,,2,barrel (US)/min,2.649 79 x 10⁻³ m³/s
133,,5B,batch,A unit of count defining the number of batches (batch: quantity of material produced in one operation or number of animals or persons coming at once).,3.9,,
134,X,5C,gallon(US) per thousand,,3.9,,
135,,5E,MMSCF/day,A unit of volume equal to one million (1000000) cubic feet of gas per day.,3.9,,
136,X,5F,pound per thousand,,3.9,,
137,X,5G,pump,,3.9,,
138,X,5H,stage,,3.9,,
139,X,5I,standard cubic foot,Use standard (common code WSD),2,std,4.672 m³
140,,5J,hydraulic horse power,A unit of power defining the hydraulic horse power delivered by a fluid pump depending on the viscosity of the fluid.,3.5,,
141,X,5K,count per minute,,3.9,,
142,X,5P,seismic level,,3.9,,
143,X,5Q,seismic line,,3.9,,
144,D,A1,15 °C calorie,,2,cal₁₅,4.188 46  J
145,,A10,ampere square metre per joule second,,1,A·m²/(J·s),(A x s)/kg
146,,A11,angstrom,,1,Å,10⁻¹⁰ m
147,,A12,astronomical unit,,1,ua,1.495 978 70 x 10¹¹ m
148,,A13,attojoule,,1S,aJ,10⁻¹⁸ J
149,,A14,barn,,1,b,10⁻²⁸ m²
150,,A15,barn per electronvolt,,1,b/eV,6.241 51 x 10⁻¹⁰ m²/J
151,,A16,barn per steradian electronvolt,,1,b/(sr·eV),6.241 51 x 10⁻¹⁰ m²/(sr xJ)
152,,A17,barn per steradian,,1,b/sr,1 x 10⁻²⁸ m²/sr
153,,A18,becquerel per kilogram,,1,Bq/kg,27.027 x 10⁻¹² Ci/kg
154,,A19,becquerel per cubic metre,,1,Bq/m³,Bq/m³
155,,A2,ampere per centimetre,,1S,A/cm,10² A/m
156,,A20,British thermal unit (international table) per second square foot degree Rankine,,2,BtuIT/(s·ft²·°R),20 441.7 W/(m² x K)
157,,A21,British thermal unit (international table) per pound degree Rankine,,2,BtuIT/(lb·°R),4 186.8 J/(kg x K)
158,,A22,British thermal unit (international table) per second foot degree Rankine,,2,BtuIT/(s·ft·°R),6 230.64 W/(m x K)
159,,A23,British thermal unit (international table) per hour square foot degree Rankine,,2,BtuIT/(h·ft²·°R),5.678 26 W/ (m² x K)
160,,A24,candela per square metre,,1,cd/m²,cd/m²
161,D,A25,cheval vapeur,Synonym: metric horse power,2,CV,7.354 988 x 10² W
162,,A26,coulomb metre,,1,C·m,A x s x m
163,,A27,coulomb metre squared per volt,,1,C·m²/V,A² x  s⁴/kg
164,,A28,coulomb per cubic centimetre,,1S,C/cm³,10⁶ C/m³
165,,A29,coulomb per cubic metre,,1,C/m³,C/m³
166,,A3,ampere per millimetre,,1S,A/mm,10³ A/m
167,,A30,coulomb per cubic millimetre,,1S,C/mm³,10⁹ C/m³
168,,A31,coulomb per kilogram second,,1,C/(kg·s),A/kg
169,,A32,coulomb per mole,,1,C/mol,A x s/mol
170,,A33,coulomb per square centimetre,,1S,C/cm²,10⁴ C/m²
171,,A34,coulomb per square metre,,1,C/m²,C/m²
172,,A35,coulomb per square millimetre,,1S,C/mm²,10⁶ C/m²
173,,A36,cubic centimetre per mole,,1S,cm³/mol,10⁻⁶ m³/mol
174,,A37,cubic decimetre per mole,,1S,dm³/mol,10⁻³ m³/mol
175,,A38,cubic metre per coulomb,,1,m³/C,m³/A x s
176,,A39,cubic metre per kilogram,,1,m³/kg,m³/kg
177,,A4,ampere per square centimetre,,1S,A/cm²,10⁴ A/m²
178,,A40,cubic metre per mole,,1,m³/mol,m³/mol
179,,A41,ampere per square metre,,1,A/m²,A/m²
180,,A42,curie per kilogram,,2,Ci/kg,3.7 x 10¹⁰ Bq/kg
181,,A43,deadweight tonnage,A unit of mass defining the difference between the weight of a ship when completely empty and its weight when completely loaded. expressed as the number of tons.,3.4,dwt,
182,,A44,decalitre,,1M,dal,10⁻² m³
183,,A45,decametre,,1M,dam,10 m
184,,A47,decitex,A unit of yarn density. One decitex equals a mass of 1 gram per 10 kilometres of length.,3.5,dtex (g/10km),
185,,A48,degree Rankine,Refer ISO 80000-5 (Quantities and units — Part 5: Thermodynamics),2,°R,5/9 x K
186,,A49,denier,A unit of yarn density. One denier equals a mass of 1 gram per 9 kilometres of length.,3.5,den (g/9 km),
187,,A5,ampere square metre,,1,A·m²,A x m²
188,D,A50,dyne second per cubic centimetre,,2,dyn·s/cm³,10 Pa x s/m
189,D,A51,dyne second per centimetre,,2,dyn·s/cm,10⁻³ N x s/m
190,D,A52,dyne second per centimetre to the fifth power,,2,dyn·s/cm⁵,10⁵ Pa x s/m³
191,,A53,electronvolt,,1,eV,1.602 176 487 x 10⁻¹⁹ J
192,,A54,electronvolt per metre,,1,eV/m,1.602 176 487 x 10⁻¹⁹ J/m
193,,A55,electronvolt square metre,,1,eV·m²,1.602 176 487 x 10⁻¹⁹ J x m²
194,,A56,electronvolt square metre per kilogram,,1,eV·m²/kg,1.602 176 487 x 10⁻¹⁹ J x m²/kg
195,D,A57,erg,,2,erg,10⁻⁷J
196,D,A58,erg per centimetre,,2,erg/cm,10⁻⁵ J/m
197,,A59,8-part cloud cover,A unit of count defining the number of eighth-parts as a measure of the celestial dome cloud coverage. Synonym: OKTA . OCTA,3.9,,
198,,A6,ampere per square metre kelvin squared,,1,A/(m²·K²),A/(m² x K²)
199,D,A60,erg per cubic centimetre,,2,erg/cm³,10⁻¹ J/m³
200,D,A61,erg per gram,,2,erg/g,10⁻⁴ J/kg
201,D,A62,erg per gram second,,2,erg/g·s,10⁻⁴ W/kg
202,D,A63,erg per second,,2,erg/s,10⁻⁷ W
203,D,A64,erg per second square centimetre,,2,erg/(s·cm²),10⁻³ W/m²
204,D,A65,erg per square centimetre second,,2,erg/(cm²·s),10⁻³ W/m²
205,D,A66,erg square centimetre,,2,erg·cm²,10⁻¹¹ J x m²
206,D,A67,erg square centimetre per gram,,2,erg·cm²/g,10⁻⁸ J x m²/kg
207,,A68,exajoule,,1S,EJ,10¹⁸ J
208,,A69,farad per metre,,1,F/m,kg⁻¹ x m⁻³ x s⁴ x A²
209,,A7,ampere per square millimetre,,1S,A/mm²,10⁶ A/m²
210,,A70,femtojoule,,1S,fJ,10⁻¹⁵ J
211,,A71,femtometre,,1S,fm,10⁻¹⁵ m
212,,A73,foot per second squared,,2,ft/s²,0.304 8 m/s²
213,,A74,foot pound-force per second,,2,ft·lbf/s,1.355 818 W
214,,A75,freight ton,A unit of information typically used for billing purposes. defined as either the number of metric tons or the number of cubic metres. whichever is the larger.,3.4,,
215,,A76,gal,,1S,Gal,10⁻² m/s²
216,D,A77,Gaussian CGS (Centimetre-Gram-Second system) unit of displacement,,3.5,,
217,D,A78,Gaussian CGS (Centimetre-Gram-Second system) unit of electric current,,3.5,,
218,D,A79,Gaussian CGS (Centimetre-Gram-Second system) unit of electric charge,,3.5,,
219,,A8,ampere second,,1,A·s,C
220,D,A80,Gaussian CGS (Centimetre-Gram-Second system) unit of electric field strength,,3.5,,
221,D,A81,Gaussian CGS (Centimetre-Gram-Second system) unit of electric polarization,,3.5,,
222,D,A82,Gaussian CGS (Centimetre-Gram-Second system) unit of electric potential,,3.5,,
223,D,A83,Gaussian CGS (Centimetre-Gram-Second system) unit of magnetization,,3.5,,
224,,A84,gigacoulomb per cubic metre,,1S,GC/m³,10⁹ C/m³
225,,A85,gigaelectronvolt,,1S,GeV,10⁹ eV
226,,A86,gigahertz,,1S,GHz,10⁹ Hz
227,,A87,gigaohm,,1S,GΩ,10⁹ Ω
228,,A88,gigaohm metre,,1S,GΩ·m,10⁹ Ω x m
229,,A89,gigapascal,,1S,GPa,10⁹ Pa
230,,A9,rate,A unit of quantity expressed as a rate for usage of a facility or service.,3.9,,
231,,A90,gigawatt,,1S,GW,10⁹ W
232,,A91,gon,Synonym: grade,2,gon,1.570 796 x 10⁻² rad
233,,A93,gram per cubic metre,,1M,g/m³,10⁻³ kg/m³
234,,A94,gram per mole,,1S,g/mol,10⁻³ kg/mol
235,,A95,gray,,1,Gy,m²/s²
236,,A96,gray per second,,1,Gy/s,m²/s³
237,,A97,hectopascal,,1S,hPa,10² Pa
238,,A98,henry per metre,,1,H/m,H/m
239,,A99,bit,A unit of information equal to one binary digit.,3.6,bit,
240,,AA,ball,A unit of count defining the number of balls (ball: object formed in the shape of sphere).,3.9,,
241,,AB,bulk pack,A unit of count defining the number of items per bulk pack.,3.9,pk,
242,,ACR,acre,,2,acre,4 046.873 m²
243,,ACT,activity,A unit of count defining the number of activities (activity: a unit of work or action).,3.2,,
244,,AD,byte,A unit of information equal to 8 bits.,3.6,byte,
245,,AE,ampere per metre,,1,A/m,A/m
246,,AH,additional minute,A unit of time defining the number of minutes in addition to the referenced minutes.,3.5,,
247,,AI,average minute per call,A unit of count defining the number of minutes for the average interval of a call.,3.5,,
248,X,AJ,cop,,3.9,,
249,,AK,fathom,,2,fth,1.828 8 m
250,,AL,access line,A unit of count defining the number of telephone access lines.,3.5,,
251,X,AM,ampoule,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
252,,AMH,ampere hour,A unit of electric charge defining the amount of charge accumulated by a steady flow of one ampere for one hour.,1M,A·h,3.6 x 10³ C
253,,AMP,ampere,,1,A,A
254,,ANN,year,Unit of time equal to 365.25 days. Synonym: Julian year,2,y,3.155 76 x 10⁷ s
255,X,AP,aluminium pound only,,3.1,,
256,,APZ,troy ounce or apothecary ounce,,2,tr oz,3.110 348 x 10⁻³ kg
257,,AQ,anti-hemophilic factor (AHF) unit,A unit of measure for blood potency (US).,3.9,,
258,X,AR,suppository,,3.3,,
259,D,ARE,are,Synonym: square decametre,2,a,10² m²
260,,AS,assortment,A unit of count defining the number of assortments (assortment: set of items grouped in a mixed collection).,3.9,,
261,,ASM,alcoholic strength by mass,A unit of mass defining the alcoholic strength of a liquid.,3.5,,
262,,ASU,alcoholic strength by volume,A unit of volume defining the alcoholic strength of a liquid (e.g. spirit. wine. beer. etc). often at a specific temperature.,3.5,,
263,,ATM,standard atmosphere,,1,atm,1 013 25 Pa
264,D,ATT,technical atmosphere,,2,at,98 066.5 Pa
265,X,AV,capsule,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
266,X,AW,powder filled vial,,3.3,,
267,,AWG,american wire gauge,A unit of distance used for measuring the diameter of small tubes or wires such as the outer diameter of hypotermic or suture needles.,2,AWG,
268,,AY,assembly,A unit of count defining the number of assemblies (assembly: items that consist of component parts).,3.9,,
269,,AZ,British thermal unit (international table) per pound,,2,BtuIT/lb,2 326 J/kg
270,X,B0,Btu per cubic foot,,3.9,BTU/ft³,
271,,B1,barrel (US) per day,,3.5,barrel (US)/d,1.840 13 x 10⁻⁶ m³/s
272,,B10,bit per second,A unit of information equal to one binary digit per second.,3.6,bit/s,
273,,B11,joule per kilogram kelvin,,1,J/(kg·K),J/(kg x K)
274,,B12,joule per metre,,1,J/m,J/m
275,,B13,joule per square metre,Synonym: joule per metre squared,1,J/m²,J/m²
276,,B14,joule per metre to the fourth power,,1,J/m⁴,J/m⁴
277,,B15,joule per mole,,1,J/mol,J/mol
278,,B16,joule per mole kelvin,,1,J/(mol·K),J/(mol x K)
279,,B17,credit,A unit of count defining the number of entries made to the credit side of an account.,3.9,,
280,,B18,joule second,,1,J·s,J x s
281,,B19,digit,A unit of information defining the quantity of numerals used to form a number.,3.7,,
282,X,B2,bunk,,3.9,,
283,,B20,joule square metre per kilogram,,1,J·m²/kg,J x m²/kg
284,,B21,kelvin per watt,,1,K/W,K/W
285,,B22,kiloampere,,1S,kA,10³ A
286,,B23,kiloampere per square metre,,1S,kA/m²,10³ A/m²
287,,B24,kiloampere per metre,,1S,kA/m,10³ A/m
288,,B25,kilobecquerel per kilogram,,1S,kBq/kg,10³ Bq/kg
289,,B26,kilocoulomb,,1S,kC,10³ C
290,,B27,kilocoulomb per cubic metre,,1S,kC/m³,10³ C/m³
291,,B28,kilocoulomb per square metre,,1S,kC/m²,10³ C/m²
292,,B29,kiloelectronvolt,,1S,keV,10³ eV
293,,B3,batting pound,A unit of mass defining the number of pounds of wadded fibre.,3.1,,
294,,B30,gibibit,A unit of information equal to 2³⁰ bits (binary digits).,3.6,Gibit,
295,,B31,kilogram metre per second,,1,kg·m/s,kg x m/s
296,,B32,kilogram metre squared,,1,kg·m²,kg x m²
297,,B33,kilogram metre squared per second,,1,kg·m²/s,kg x m²/s
298,,B34,kilogram per cubic decimetre,,1S,kg/dm³,10³ kg/m³
299,,B35,kilogram per litre,,1S,kg/l or kg/L,10³ kg/m³
300,D,B36,calorie (thermochemical) per gram,,2,calth/g,4 184 J/kg
301,D,B37,kilogram-force,,2,kgf,9.806 65 N
302,D,B38,kilogram-force metre,,2,kgf·m,9.806 65 N x m
303,D,B39,kilogram-force metre per second,,2,kgf·m/s,9.806 65 W
304,,B4,barrel. imperial,A unit of volume used to measure beer.  One beer barrel equals 36 imperial gallons.,3.5,,
305,D,B40,kilogram-force per square metre,,2,kgf/m²,9.806 65 Pa
306,,B41,kilojoule per kelvin,,1S,kJ/K,10³ J/K
307,,B42,kilojoule per kilogram,,1S,kJ/kg,10³ J/kg
308,,B43,kilojoule per kilogram kelvin,,1S,kJ/(kg·K),10³ J/(kg x K)
309,,B44,kilojoule per mole,,1S,kJ/mol,10³ J/mol
310,,B45,kilomole,,1S,kmol,10³ mol
311,,B46,kilomole per cubic metre,,1S,kmol/m³,10³ mol/m³
312,,B47,kilonewton,,1S,kN,10³ N
313,,B48,kilonewton metre,,1S,kN·m,10³ N x m
314,,B49,kiloohm,,1S,kΩ,10³ Ω
315,X,B5,billet,,3.9,,
316,,B50,kiloohm metre,,1S,kΩ·m,10³ Ω x m
317,D,B51,kilopond,Synonym: kilogram-force,2,kp,9.806 65 N
318,,B52,kilosecond,,1S,ks,10³ s
319,,B53,kilosiemens,,1S,kS,10³ S
320,,B54,kilosiemens per metre,,1S,kS/m,10³ S/m
321,,B55,kilovolt per metre,,1S,kV/m,10³ V/m
322,,B56,kiloweber per metre,,1S,kWb/m,10³ Wb/m
323,,B57,light year,A unit of length defining the distance that light travels in a vacuum in one year.,2,ly,9.460 73 x 10¹⁵ m
324,,B58,litre per mole,,1M,l/mol,10⁻³ m³/mol
325,,B59,lumen hour,,1S,lm·h,3.6 x 10³ s x cd x sr
326,X,B6,bun,,3.9,,
327,,B60,lumen per square metre,,1,lm/m²,cd x sr/m²
328,,B61,lumen per watt,,1,lm/W,cd x sr/W
329,,B62,lumen second,,1,lm·s,s x cd x sr
330,,B63,lux hour,,1S,lx·h,3.6 x 10³ s x cd x sr / m²
331,,B64,lux second,,1,lx·s,s x cd x sr / m²
332,D,B65,maxwell,,3.5,Mx,10⁻⁸ Wb
333,,B66,megaampere per square metre,,1S,MA/m²,10⁶ A/m²
334,,B67,megabecquerel per kilogram,,1S,MBq/kg,10⁶ Bq/kg
335,,B68,gigabit,A unit of information equal to 10⁹ bits (binary digits).,3.6,Gbit,
336,,B69,megacoulomb per cubic metre,,1S,MC/m³,10⁶ C/m³
337,,B7,cycle,A unit of count defining the number of cycles (cycle: a recurrent period of definite duration).,3.9,,
338,,B70,megacoulomb per square metre,,1S,MC/m²,10⁶ C/m²
339,,B71,megaelectronvolt,,1S,MeV,10⁶ eV
340,,B72,megagram per cubic metre,,1S,Mg/m³,10³ kg/m³
341,,B73,meganewton,,1S,MN,10⁶ N
342,,B74,meganewton metre,,1S,MN·m,10⁶ N x m
343,,B75,megaohm,,1S,MΩ,10⁶ Ω
344,,B76,megaohm metre,,1S,MΩ·m,10⁶ Ω x m
345,,B77,megasiemens per metre,,1S,MS/m,10⁶ S/m
346,,B78,megavolt,,1S,MV,10⁶ V
347,,B79,megavolt per metre,,1S,MV/m,10⁶ V/m
348,,B8,joule per cubic metre,,1,J/m³,J/m³
349,,B80,gigabit per second,A unit of information equal to 10⁹ bits (binary digits) per second.,3.6,Gbit/s,
350,,B81,reciprocal metre squared reciprocal second,,1,m⁻²/s,m⁻²/s
351,,B82,inch per linear foot,A unit of length defining the number of inches per linear foot.,3.1,,
352,,B83,metre to the fourth power,,1,m⁴,m⁴
353,,B84,microampere,,1S,µA,10⁻⁶ A
354,,B85,microbar,,1S,µbar,10⁻¹ Pa
355,,B86,microcoulomb,,1S,µC,10⁻⁶ C
356,,B87,microcoulomb per cubic metre,,1S,µC/m³,10⁻⁶ C/m³
357,,B88,microcoulomb per square metre,,1S,µC/m²,10⁻⁶ C/m²
358,,B89,microfarad per metre,,1S,µF/m,10⁻⁶ F/m
359,X,B9,batt,,3.9,,
360,,B90,microhenry,,1S,µH,10⁻⁶ H
361,,B91,microhenry per metre,,1S,µH/m,10⁻⁶ H/m
362,,B92,micronewton,,1S,µN,10⁻⁶ N
363,,B93,micronewton metre,,1S,µN·m,10⁻⁶ N x m
364,,B94,microohm,,1S,µΩ,10⁻⁶ Ω
365,,B95,microohm metre,,1S,µΩ·m,10⁻⁶ Ω x m
366,,B96,micropascal,,1S,µPa,10⁻⁶ Pa
367,,B97,microradian,,1S,µrad,10⁻⁶ rad
368,,B98,microsecond,,1S,µs,10⁻⁶ s
369,,B99,microsiemens,,1S,µS,10⁻⁶ S
370,,BAR,bar [unit of pressure],,1,bar,10⁵ Pa
371,,BB,base box,A unit of area of 112 sheets of tin mil products (tin plate. tin free steel or black plate) 14 by 20 inches. or 31.360 square inches.,3.5,,
372,X,BD,board,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
373,X,BE,bundle,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
374,,BFT,board foot,A unit of volume defining the number of cords (cord: a stack of firewood of 128 cubic feet).,3.5,fbm,
375,X,BG,bag,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
376,X,BH,brush,,3.9,,
377,,BHP,brake horse power,,2,BHP,7.457 x 10² W
378,,BIL,billion (EUR),Synonym: trillion (US),3.7,,10¹²
379,X,BJ,bucket,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
380,X,BK,basket,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
381,X,BL,bale,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
382,,BLD,dry barrel (US),,2,bbl (US),1.156 27 x 10⁻¹ m³
383,,BLL,barrel (US),,2,barrel (US),158.987 3 x 10⁻³ m³
384,X,BO,bottle,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
385,,BP,hundred board foot,A unit of volume equal to one hundred board foot.,3.5,,
386,,BPM,beats per minute,The number of beats per minute.,3.1,BPM,1.667 x 10-2 /s
387,,BQL,becquerel,,1,Bq,27.027 x 10⁻¹² Ci
388,X,BR,bar [unit of packaging],Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
389,X,BT,bolt,Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction. 1st sheet).,3.3,,
390,,BTU,British thermal unit (international table),,2,BtuIT,1.055 056 x 10³ J
391,,BUA,bushel (US),,2,bu (US),3.523 907 x 10⁻² m³
392,,BUI,bushel (UK),,2,bushel (UK),3.636 872 x 10⁻² m³
393,X,BW,base weight,,3.9,,
